,state,pollster_id,pollster,display_name,pollster_rating_id,pollster_rating_name,fte_grade,sample_size_governor,population,population_full,methodology,office_type,ranked_choice_reallocated,answer,candidate_name,candidate_party,pct,president,sample_size_president,yes,no,alternate_answers
318,,1205,Marist,Marist College,183,Marist College,4.0,,,,Live Phone,,,,,,,Joe Biden,1145.0,43.0,51.0,6.0
319,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,48.0,44.0,0.0
320,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,1997.0,47.0,49.0,3.0
321,,1575,Léger,Léger,572,Léger,2.5,,,,Online,,,,,,,Joe Biden,1004.0,48.0,49.0,2.0
322,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,44.0,54.0,0.0
323,,1406,Global Strategy Group/GBAO/Navigator Research,Global Strategy Group/GBAO (Navigator Research),413,Global Strategy Group/GBAO (Navigator Research),2.5,,,,Online,,,,,,,Joe Biden,1002.0,47.0,50.0,3.0
324,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,49.0,44.0,0.0
325,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15623.0,48.0,49.0,3.0
326,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,45.0,54.0,0.0
327,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,2200.0,48.0,45.0,0.0
328,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,49.0,44.0,0.0
329,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,2200.0,53.0,44.0,0.0
330,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,49.0,44.0,0.0
331,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,49.0,43.0,0.0
332,,241,Ipsos,Ipsos,154,Ipsos,2.7,,,,Online,,,,,,,Joe Biden,1006.0,49.0,46.0,0.0
333,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,45.0,53.0,0.0
334,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,49.0,43.0,0.0
335,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,44.0,55.0,0.0
336,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,2200.0,51.0,44.0,0.0
337,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,49.0,43.0,0.0
338,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,44.0,55.0,0.0
339,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,2200.0,52.0,43.0,0.0
340,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,1996.0,50.0,48.0,2.0
341,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,McAuliffe,Terry R. McAuliffe,DEM,50.0,Joe Biden,1500.0,46.0,44.0,10.0
342,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,Youngkin,Glenn Youngkin,REP,47.0,Joe Biden,1500.0,46.0,44.0,10.0
343,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,McAuliffe,Terry R. McAuliffe,DEM,50.0,Joe Biden,1242.0,48.0,46.0,6.0
344,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,Youngkin,Glenn Youngkin,REP,47.0,Joe Biden,1242.0,48.0,46.0,6.0
345,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,49.0,43.0,0.0
346,,1690,"Cor Services, Inc.","Cor Services, Inc.",688,"Cor Services, Inc.",,,,,IVR,,,,,,,Joe Biden,618.0,40.0,50.0,10.0
347,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,44.0,55.0,0.0
348,,458,Suffolk,Suffolk University,323,Suffolk University,3.3,,,,Live Phone,,,,,,,Joe Biden,1000.0,41.2,55.1,3.7
349,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,2200.0,52.0,43.0,0.0
350,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,50.0,43.0,0.0
351,,1416,HarrisX,HarrisX,133,Harris Insights & Analytics,3.3,,,,Online,,,,,,,Joe Biden,2846.0,49.0,43.0,8.0
352,,1554,RMG Research,RMG Research,555,RMG Research,2.7,,,,IVR/Online/Text,,,,,,,Joe Biden,1200.0,46.0,46.0,7.0
353,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,2201.0,51.0,45.0,0.0
354,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,46.0,53.0,0.0
355,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,50.0,42.0,0.0
356,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,50.0,42.0,0.0
357,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,McAuliffe,Terry R. McAuliffe,DEM,50.0,Joe Biden,2142.0,50.0,50.0,0.0
358,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,Youngkin,Glenn Youngkin,REP,47.0,Joe Biden,2142.0,50.0,50.0,0.0
359,,23,American Research Group,American Research Group,9,American Research Group,2.3,,,,Live Phone,,,,,,,Joe Biden,1100.0,49.0,46.0,5.0
360,,23,American Research Group,American Research Group,9,American Research Group,2.3,,,,Live Phone,,,,,,,Joe Biden,992.0,50.0,46.0,4.0
361,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,51.0,42.0,0.0
362,,241,Ipsos,Ipsos,154,Ipsos,2.7,,,,Online,,,,,,,Joe Biden,1002.0,46.0,49.0,0.0
363,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,46.0,53.0,0.0
364,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,1999.0,50.0,47.0,3.0
365,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,51.0,42.0,0.0
366,,241,Ipsos,Ipsos,154,Ipsos,2.7,,,,Online,,,,,,,Joe Biden,4427.0,50.0,44.0,6.0
367,,1193,SurveyMonkey,SurveyMonkey,324,SurveyMonkey,2.0,,,,Online,,,,,,,Joe Biden,1066.0,47.0,45.0,0.0
368,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,McAuliffe,Terry R. McAuliffe,DEM,50.0,Joe Biden,1649.0,47.0,46.0,8.0
369,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,Youngkin,Glenn Youngkin,REP,47.0,Joe Biden,1649.0,47.0,46.0,8.0
370,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,46.0,53.0,0.0
371,,1302,Echelon Insights,Echelon Insights,407,Echelon Insights,2.5,,,,Online,,,,,,,Joe Biden,1016.0,52.0,46.0,2.0
372,,461,Susquehanna,Susquehanna Polling & Research Inc.,326,Susquehanna Polling & Research Inc.,3.3,,,,Live Phone,,,,,,,Joe Biden,800.0,49.0,45.0,6.0
373,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,51.0,41.0,0.0
374,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,46.0,54.0,0.0
375,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,McAuliffe,Terry R. McAuliffe,DEM,50.0,Joe Biden,1500.0,44.0,44.0,12.0
376,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,Youngkin,Glenn Youngkin,REP,47.0,Joe Biden,1500.0,44.0,44.0,12.0
377,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,McAuliffe,Terry R. McAuliffe,DEM,50.0,Joe Biden,1250.0,47.0,47.0,7.0
378,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,Youngkin,Glenn Youngkin,REP,47.0,Joe Biden,1250.0,47.0,47.0,7.0
379,,736,NBC,NBC News,221,NBC News/The Wall Street Journal,3.3,,,,Live Phone,,,,,,,Joe Biden,1000.0,49.0,48.0,3.0
380,,736,NBC,NBC News,221,NBC News/The Wall Street Journal,3.3,,,,Live Phone,,,,,,,Joe Biden,790.0,50.0,48.0,2.0
381,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,52.0,40.0,0.0
382,,169,Gallup,Gallup,112,Gallup,3.3,,,,Live Phone,,,,,,,Joe Biden,1006.0,49.0,48.0,3.0
383,,1582,John Zogby Strategies/EMI Research Solutions,John Zogby Strategies/EMI Research Solutions,583,John Zogby Strategies/EMI Research Solutions,2.5,,,,Online,,,,,,,Joe Biden,956.0,51.8,42.3,5.8
384,,241,Ipsos,Ipsos,154,Ipsos,2.7,,,,Online,,,,,,,Joe Biden,947.0,46.0,47.0,0.0
385,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,1999.0,51.0,46.0,3.0
386,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,2200.0,54.0,40.0,0.0
387,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,2200.0,52.0,43.0,0.0
388,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,45.0,54.0,0.0
389,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,2200.0,56.0,40.0,0.0
390,,1360,AP-NORC,AP-NORC,397,AP-NORC,,,,,Live Phone/Online,,,,,,,Joe Biden,1729.0,54.0,46.0,0.0
391,,1406,Global Strategy Group/GBAO/Navigator Research,Global Strategy Group/GBAO (Navigator Research),413,Global Strategy Group/GBAO (Navigator Research),2.5,,,,Online,,,,,,,Joe Biden,1001.0,50.0,46.0,4.0
392,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,52.0,40.0,0.0
393,,1575,Léger,Léger,572,Léger,2.5,,,,Online,,,,,,,Joe Biden,1005.0,51.0,47.0,2.0
394,,241,Ipsos,Ipsos,154,Ipsos,2.7,,,,Online,,,,,,,Joe Biden,1198.0,53.0,41.0,0.0
395,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,46.0,53.0,0.0
396,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,2200.0,55.0,41.0,0.0
397,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,52.0,40.0,0.0
398,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,51.0,45.0,4.0
399,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,52.0,40.0,0.0
400,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,2200.0,56.0,40.0,0.0
401,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,52.0,40.0,0.0
402,,241,Ipsos,Ipsos,154,Ipsos,2.7,,,,Online,,,,,,,Joe Biden,1002.0,51.0,43.0,0.0
403,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,47.0,52.0,0.0
404,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,51.0,40.0,0.0
405,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,47.0,52.0,0.0
406,Virginia,1250,Trafalgar Group,Trafalgar Group,338,Trafalgar Group,3.7,1081.0,lv,lv,IVR/Online/Text/Live Phone,Governor,False,McAuliffe,Terry R. McAuliffe,DEM,47.1,Joe Biden,1073.0,46.5,47.5,6.0
407,Virginia,1250,Trafalgar Group,Trafalgar Group,338,Trafalgar Group,3.7,1081.0,lv,lv,IVR/Online/Text/Live Phone,Governor,False,Youngkin,Glenn Youngkin,REP,49.4,Joe Biden,1073.0,46.5,47.5,6.0
408,New Jersey,1250,Trafalgar Group,Trafalgar Group,338,Trafalgar Group,3.7,1085.0,lv,lv,IVR/Online/Text/Live Phone,Governor,False,Murphy,Philip Murphy,DEM,49.4,Joe Biden,1073.0,46.5,47.5,6.0
409,New Jersey,1250,Trafalgar Group,Trafalgar Group,338,Trafalgar Group,3.7,1085.0,lv,lv,IVR/Online/Text/Live Phone,Governor,False,Ciattarelli,Jack M. Ciattarelli,REP,45.2,Joe Biden,1073.0,46.5,47.5,6.0
410,Virginia,1250,Trafalgar Group,Trafalgar Group,338,Trafalgar Group,3.7,1095.0,lv,lv,IVR/Online/Text/Live Phone,Governor,False,McAuliffe,Terry R. McAuliffe,DEM,47.5,Joe Biden,1073.0,46.5,47.5,6.0
411,Virginia,1250,Trafalgar Group,Trafalgar Group,338,Trafalgar Group,3.7,1095.0,lv,lv,IVR/Online/Text/Live Phone,Governor,False,Youngkin,Glenn Youngkin,REP,48.4,Joe Biden,1073.0,46.5,47.5,6.0
412,Virginia,1250,Trafalgar Group,Trafalgar Group,338,Trafalgar Group,3.7,1074.0,lv,lv,IVR/Online/Text/Live Phone,Governor,False,McAuliffe,Terry R. McAuliffe,DEM,46.6,Joe Biden,1073.0,46.5,47.5,6.0
413,Virginia,1250,Trafalgar Group,Trafalgar Group,338,Trafalgar Group,3.7,1074.0,lv,lv,IVR/Online/Text/Live Phone,Governor,False,Youngkin,Glenn Youngkin,REP,46.3,Joe Biden,1073.0,46.5,47.5,6.0
414,Virginia,1250,Trafalgar Group,Trafalgar Group,338,Trafalgar Group,3.7,1104.0,lv,lv,IVR/Online/Text/Live Phone,Governor,False,McAuliffe,Terry R. McAuliffe,DEM,46.8,Joe Biden,1073.0,46.5,47.5,6.0
415,Virginia,1250,Trafalgar Group,Trafalgar Group,338,Trafalgar Group,3.7,1104.0,lv,lv,IVR/Online/Text/Live Phone,Governor,False,Youngkin,Glenn Youngkin,REP,45.0,Joe Biden,1073.0,46.5,47.5,6.0
416,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,51.0,40.0,0.0
417,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,48.0,50.0,0.0
418,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,McAuliffe,Terry R. McAuliffe,DEM,50.0,Joe Biden,1500.0,46.0,43.0,11.0
419,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,Youngkin,Glenn Youngkin,REP,47.0,Joe Biden,1500.0,46.0,43.0,11.0
420,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,McAuliffe,Terry R. McAuliffe,DEM,50.0,Joe Biden,1251.0,47.0,45.0,7.0
421,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,Youngkin,Glenn Youngkin,REP,47.0,Joe Biden,1251.0,47.0,45.0,7.0
422,,590,Fox News,Fox News,103,Fox News/Beacon Research/Shaw & Co. Research,4.0,,,,Live Phone,,,,,,,Joe Biden,1002.0,53.0,46.0,2.0
423,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,51.0,41.0,0.0
424,,1416,HarrisX,HarrisX,133,Harris Insights & Analytics,3.3,,,,Online,,,,,,,Joe Biden,4918.0,54.0,40.0,6.0
425,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,1996.0,51.0,46.0,3.0
426,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,2200.0,53.0,41.0,0.0
427,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,48.0,51.0,0.0
428,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,51.0,41.0,0.0
429,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,49.0,49.0,0.0
430,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,50.0,41.0,0.0
431,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,51.0,41.0,0.0
432,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,51.0,40.0,0.0
433,,241,Ipsos,Ipsos,154,Ipsos,2.7,,,,Online,,,,,,,Joe Biden,1004.0,50.0,43.0,0.0
434,,1416,HarrisX,HarrisX,133,Harris Insights & Analytics,3.3,,,,Online,,,,,,,Joe Biden,1103.0,55.0,40.0,5.0
435,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,48.0,51.0,0.0
436,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,51.0,40.0,0.0
437,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,48.0,51.0,0.0
438,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,51.0,40.0,0.0
439,,1562,Redfield & Wilton Strategies,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,2.5,,,,Online,,,,,,,Joe Biden,1500.0,48.0,36.0,16.0
440,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,48.0,51.0,0.0
441,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,McAuliffe,Terry R. McAuliffe,DEM,50.0,Joe Biden,1500.0,49.0,43.0,9.0
442,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,Youngkin,Glenn Youngkin,REP,47.0,Joe Biden,1500.0,49.0,43.0,9.0
443,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,McAuliffe,Terry R. McAuliffe,DEM,50.0,Joe Biden,1233.0,49.0,44.0,6.0
444,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,Youngkin,Glenn Youngkin,REP,47.0,Joe Biden,1233.0,49.0,44.0,6.0
445,,294,McLaughlin,McLaughlin & Associates,203,McLaughlin & Associates,1.5,,,,Online,,,,,,,Joe Biden,1000.0,54.0,45.0,2.0
446,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,51.0,41.0,0.0
447,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,2200.0,53.0,42.0,0.0
448,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,1998.0,52.0,46.0,2.0
449,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,2200.0,51.0,43.0,0.0
450,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,McAuliffe,Terry R. McAuliffe,DEM,50.0,Joe Biden,1552.0,48.0,44.0,8.0
451,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,Youngkin,Glenn Youngkin,REP,47.0,Joe Biden,1552.0,48.0,44.0,8.0
452,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,48.0,51.0,0.0
453,,1406,Global Strategy Group/GBAO/Navigator Research,Global Strategy Group/GBAO (Navigator Research),413,Global Strategy Group/GBAO (Navigator Research),2.5,,,,Online,,,,,,,Joe Biden,1000.0,51.0,46.0,3.0
454,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,2200.0,53.0,41.0,0.0
455,,396,Quinnipiac,Quinnipiac University,267,Quinnipiac University,3.7,,,,Live Phone,,,,,,,Joe Biden,1290.0,46.0,43.0,12.0
456,,396,Quinnipiac,Quinnipiac University,267,Quinnipiac University,3.7,,,,Live Phone,,,,,,,Joe Biden,1145.0,47.0,44.0,9.0
457,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,51.0,40.0,0.0
458,,1575,Léger,Léger,572,Léger,2.5,,,,Online,,,,,,,Joe Biden,1001.0,53.0,45.0,2.0
459,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,2200.0,55.0,39.0,0.0
460,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,49.0,49.0,0.0
461,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,51.0,40.0,0.0
462,,1690,"Cor Services, Inc.","Cor Services, Inc.",688,"Cor Services, Inc.",,,,,IVR,,,,,,,Joe Biden,515.0,43.0,51.0,7.0
463,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,51.0,40.0,0.0
464,,228,IBD/TIPP,IBD/TIPP,144,IBD/TIPP,4.3,,,,Online,,,,,,,Joe Biden,1322.0,52.0,34.0,0.0
465,,228,IBD/TIPP,IBD/TIPP,144,IBD/TIPP,4.3,,,,Online,,,,,,,Joe Biden,1026.0,57.0,34.0,0.0
466,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,52.0,40.0,0.0
467,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,2000.0,51.0,47.0,2.0
468,,241,Ipsos,Ipsos,154,Ipsos,2.7,,,,Online,,,,,,,Joe Biden,1005.0,54.0,42.0,0.0
469,,1508,Harris Poll,Harris Poll,133,Harris Insights & Analytics,3.3,,,,Online,,,,,,,Joe Biden,1788.0,52.0,43.0,5.0
470,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,47.0,51.0,0.0
471,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,52.0,40.0,0.0
472,,1205,Marist,Marist College,183,Marist College,4.0,,,,Live Phone,,,,,,,Joe Biden,1132.0,49.0,44.0,6.0
473,,1205,Marist,Marist College,183,Marist College,4.0,,,,Live Phone,,,,,,,Joe Biden,943.0,50.0,45.0,5.0
474,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,47.0,51.0,0.0
475,,1510,CNBC/Hart Research/Public Opinion Strategies,CNBC/Hart Research/Public Opinion Strategies,221,NBC News/The Wall Street Journal,3.3,,,,Live Phone,,,,,,,Joe Biden,802.0,48.0,45.0,7.0
476,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,52.0,40.0,0.0
477,,1418,WPA Intelligence,WPA Intelligence,383,WPA Intelligence (WPAi),2.5,,,,Online,,,,,,,Joe Biden,1000.0,47.0,44.0,9.0
478,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,46.0,52.0,0.0
479,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,McAuliffe,Terry R. McAuliffe,DEM,50.0,Joe Biden,1500.0,46.0,44.0,10.0
480,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,Youngkin,Glenn Youngkin,REP,47.0,Joe Biden,1500.0,46.0,44.0,10.0
